avganncount,avgdeathsperyear,target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,binnedinc,medianage,medianagemale,medianagefemale,geography,percentmarried,pctnohs18_24,pcths18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctprivatecoveragealone,pctempprivcoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,pctmarriedhouseholds,birthrate,log_medincome,avg_cases_per_100,avg_deaths_per_100,case_fatality_rate,income_group,public_only_reliance,private_only_reliance,state,case_fatality_groups_three,case_fatality_groups_five,medincome_related_avg,residuals
2768.0,914,171.6,531.8,80479,450226,7.2,446.4424533,"(61494.5, 125635]",41.0,39.2,42.6,"Burlington County, New Jersey",50.8,11.3,34.5,13.0,29.5,23.3,61.0,8.5,81.4,65.2,58.6,25.7,10.6,72.79982954,16.12030469,4.655137208,2.602118272,53.74561974,4.910516481,11.295751559809053,0.6148023437118247,0.2030091554019537,0.3302023121387283,High,Low,High,New Jersey,Low,Low,2.1882086899332656,0.01153621231929014
2963.0,1039,182.8,530.9,61685,510923,13.0,972.7493184,"(61494.5, 125635]",38.3,36.6,40.1,"Camden County, New Jersey",44.7,13.1,33.2,11.6,31.3,19.4,59.6,10.2,68.3,55.7,51.4,31.9,18.6,63.28325501,19.40984144,5.58595932,8.484212829,45.97396038,5.434939238,11.029796068505565,0.5799308310645636,0.20335745308001402,0.3506581167735403,High,Middle,High,New Jersey,Low,Low,0.7925220433672465,-0.02176680254814828
847.0,314,193.1,559.1,55409,94727,13.0,179.4630887,"(54545.6, 61494.5]",48.3,46.7,49.9,"Cape May County, New Jersey",53.4,14.3,33.2,10.7,34.1,19.5,53.0,10.0,72.1,50.9,44.8,38.2,16.8,90.84703304,4.732529617,1.151296905,1.61160691,51.14075027,5.43325019,10.922497314414658,0.8941484476442831,0.331478881417125,0.3707201889020071,High,Middle,Middle,New Jersey,Low,Low Middle,0.7103412485323404,0.013889430962650662
847.0,317,189.6,511.3,45438,155854,19.5,128.3252275,"(45201, 48021.6]",36.9,35.6,38.8,"Cumberland County, New Jersey",39.6,17.6,40.9,7.5,39.4,10.5,51.0,11.1,59.4,46.5,43.4,38.4,24.0,63.05218582,20.47441653,1.346833508,10.27796351,43.66264295,5.846434788,10.724104038341878,0.5434573382781321,0.20339548551849806,0.3742621015348288,Middle,High,Middle,New Jersey,Low,Low Middle,-0.30015267232394877,-0.03468598523495353
3553.0,1272,161.8,450.6,54603,797434,16.7,137.9424504,"(54545.6, 61494.5]",36.9,35.4,38.4,"Essex County, New Jersey",39.1,13.7,29.0,11.1,28.7,19.8,57.7,13.0,59.9,50.2,46.3,31.7,21.1,41.9237275,39.89456916,4.912652585,10.20503809,39.00426129,5.084469955,10.907844105278517,0.44555411482329577,0.15951163356465864,0.35800731775963973,High,Middle,Middle,New Jersey,Low,Low Middle,0.10393903274740546,-0.048888905670362026
1691.0,602,193.5,544.2,78983,291479,8.2,106.3541456,"(61494.5, 125635]",39.6,38.2,40.8,"Gloucester County, New Jersey",51.7,10.6,30.4,10.9,34.3,19.9,61.3,9.2,78.0,64.6,60.1,26.2,12.8,81.98850836,10.11546755,2.995886985,2.231500045,55.37173438,4.878014043,11.276987918419078,0.5801447102535688,0.2065328891618264,0.35600236546422237,High,Low,High,New Jersey,Low,Low Middle,1.9664126553969759,0.02338359493427644
2353.0,876,152.6,399.5,57720,674836,17.7,1.481841514,"(54545.6, 61494.5]",34.7,33.8,35.6,"Hudson County, New Jersey",41.5,12.8,25.0,19.1,26.1,23.8,62.7,9.3,56.5,48.8,44.6,29.6,21.3,55.6263856,12.74804978,14.6299759,13.56028125,38.47522277,5.344239425,10.963359012887807,0.34867730826452653,0.12980931663396736,0.37229069273268167,High,Middle,Middle,New Jersey,Low,Low Middle,0.07371510773737744,-0.04855820140782785
731.0,210,145.1,496.3,103876,125488,4.7,47.81333673,"(61494.5, 125635]",45.0,43.5,46.1,"Hunterdon County, New Jersey",57.7,16.6,29.8,15.1,22.7,29.3,64.0,5.9,87.5,73.3,67.5,20.5,7.1,91.06217822,2.581386139,3.628514851,1.268910891,62.07381821,4.22223833,11.550953159066886,0.582525819201836,0.16734667856687493,0.2872777017783858,High,Low,High,New Jersey,Low,Low,3.4463218044259607,-0.006355665295729673
1997.0,648,160.3,504.7,73750,371398,11.8,96.93105509,"(61494.5, 125635]",38.4,36.9,39.9,"Mercer County, New Jersey",47.2,12.1,25.0,12.0,25.6,20.7,59.5,9.4,73.1,60.6,55.9,27.4,14.5,62.9261072,20.1471049,10.07800936,4.855326137,49.8130927,4.725836381,11.208436274202066,0.5376981028438494,0.17447589917016246,0.32448673009514273,High,Low,High,New Jersey,Low,Low,1.5189814748911314,-0.028240301164652593
3980.0,1357,156.7,466.7,77330,840900,8.3,89.19015341,"(61494.5, 125635]",37.7,36.6,38.9,"Middlesex County, New Jersey",51.6,9.0,22.1,14.1,26.3,24.5,60.4,7.5,74.6,64.2,59.8,23.0,12.1,61.04600747,9.84306877,23.23810671,3.426592798,55.65982883,5.074989438,11.255837257603082,0.4733024140801522,0.16137471756451421,0.34095477386934675,High,Low,High,New Jersey,Low,Low,1.7380966075947808,-0.005616667371106943
3887.0,1269,168.6,529.6,87220,628715,8.2,146.3302132,"(61494.5, 125635]",42.3,40.9,43.6,"Monmouth County, New Jersey",53.2,10.9,26.8,17.4,25.6,26.1,60.8,7.9,78.8,64.2,58.1,24.2,10.7,82.60289104,7.286251262,5.283819544,2.606228693,55.28066751,4.571872443,11.376188941396757,0.6182451508235051,0.2018402614857288,0.3264728582454335,High,Low,High,New Jersey,Low,Low,2.3460541270781747,-0.0028629309408635395
2795.0,884,150.3,488.5,100511,499509,5.0,122.1199218,"(61494.5, 125635]",42.0,40.8,43.3,"Morris County, New Jersey",56.7,12.2,25.9,20.6,22.5,29.8,64.7,6.3,84.0,75.82858228550992,65.8,19.8,7.5,81.55751196,3.206795774,9.716334265,3.356737964,59.86962292,3.635690867,11.518022453228072,0.5595494775869905,0.17697378826007137,0.31627906976744186,High,Low,High,New Jersey,Low,Low,3.1422123939864033,0.00828265931486255
4355.0,1607,174.2,524.9,62937,588721,11.9,62.84810632,"(61494.5, 125635]",42.8,40.4,45.1,"Ocean County, New Jersey",53.6,13.0,29.3,12.4,36.1,18.0,53.6,8.8,70.9,51.5,46.3,38.5,19.0,91.84420259,3.09760905,1.872996829,1.492844288,53.40548509,6.13243835,11.049889505040086,0.7397391973447525,0.2729646131189477,0.36900114810562573,High,Middle,Middle,New Jersey,Low,Low Middle,0.966615880326696,0.00724591815079606
2305.0,827,159.1,448.4,58030,510916,18.2,60.67533606,"(54545.6, 61494.5]",36.5,35.1,37.9,"Passaic County, New Jersey",44.3,13.1,32.8,10.3,34.8,17.1,57.8,8.6,55.8,47.2,43.6,35.3,25.0,64.2678703,12.60387648,5.298143719,13.241616,48.72735839,4.533343875,10.968715397184654,0.451150482662512,0.16186613846503145,0.35878524945770063,High,High,Middle,New Jersey,Low,Low Middle,0.05371598386848048,-0.06493625335850162
415.0,164,194.8,516.6,56645,64180,13.1,62.32471175,"(54545.6, 61494.5]",41.8,40.2,42.8,"Salem County, New Jersey",48.7,15.6,36.5,9.1,38.6,14.3,55.8,10.6,69.1,54.3,50.4,35.2,18.7,80.25184275,14.02487715,0.97972973,2.315724816,49.59953998,5.98109071,10.944559001307589,0.6466188843876597,0.2555313181676535,0.39518072289156625,High,Middle,High,New Jersey,Middle,Middle,0.620786342236789,0.02603878491352657
1673.0,549,153.3,471.0,100194,333654,5.0,329.6828451,"(61494.5, 125635]",40.8,39.6,42.0,"Somerset County, New Jersey",56.6,13.5,27.4,18.7,21.9,29.2,65.0,6.0,82.2,71.1,65.8,19.2,8.6,68.24146108,9.095473739,16.07119091,4.459111203,60.66311488,4.842990108,11.514863585600487,0.501417636233943,0.16454171087413907,0.32815301852958756,High,Low,High,New Jersey,Low,Low,3.0445171187231628,0.012769900053798244
822.0,281,176.4,493.1,82048,143673,6.2,132.2447502,"(61494.5, 125635]",43.4,42.5,44.2,"Sussex County, New Jersey",55.9,12.2,28.0,13.0,31.0,23.2,64.0,8.2,80.9,68.4,63.4,22.2,9.8,93.33721647,2.111971493,1.848831632,1.045706846,59.78569177,4.625184917,11.315059720840287,0.572132551001232,0.1955830253422703,0.3418491484184915,High,Low,High,New Jersey,Low,Low,2.229886554264662,0.021131185259272767
2663.0,909,155.6,463.0,68172,555786,11.1,25.18955137,"(61494.5, 125635]",38.1,36.5,39.5,"Union County, New Jersey",46.5,15.3,29.8,13.0,29.7,19.7,62.0,9.8,65.9,56.1,51.1,27.5,17.1,57.86687417,21.30720336,4.822467307,13.51850772,49.27138445,5.746896424,11.129789202345128,0.4791412522085839,0.1635521585646274,0.34134434847915884,High,Middle,High,New Jersey,Low,Low,0.9492114746276386,-0.04092951487347629
623.0,227,175.1,485.9,71294,106869,8.3,28.0717514,"(61494.5, 125635]",42.6,41.4,43.7,"Warren County, New Jersey",54.5,14.6,27.0,13.2,34.0,19.7,61.3,9.0,76.9,62.9,58.3,26.3,12.4,89.1518848,4.11560629,2.70829836,2.343647996,54.94516044,4.839230894,11.174567451388803,0.5829567040020961,0.21240958556737688,0.36436597110754415,High,Low,High,New Jersey,Low,Low Middle,1.5954404932776258,0.027233101230081047
2820.0,1031,147.1,404.1,47192,676685,18.7,294.0807022,"(45201, 48021.6]",36.5,35.2,37.9,"Bernalillo County, New Mexico",43.7,18.9,25.7,7.2,23.8,17.9,57.5,8.4,58.5,46.0,39.2,37.7,24.1,71.84702564,2.966719737,2.320819416,14.06276198,41.35260379,5.264795797,10.761979665682912,0.41673747755602675,0.1523604040284623,0.3656028368794326,Middle,High,Middle,New Mexico,Low,Low Middle,-0.2695765814775774,-0.04703860390195469
28.0,10,164.7,375.5,33256,3456,22.2,0.0,"[22640, 34218.1]",57.1,55.5,58.7,"Catron County, New Mexico",49.4,0.0,24.1,12.0,36.3,14.8,33.6,4.6,62.3,37.6,30.7,44.3,13.1,96.42757466,0.669829752,0.334914876,0.418643595,53.13626532,0.689655172,10.411990480932474,0.8101851851851851,0.28935185185185186,0.35714285714285715,Low,Low,Low,New Mexico,Low,Low Middle,-0.6698675776936154,-0.039904422256198
272.0,123,164.5,375.8,38403,65764,23.4,0.0,"(37413.8, 40362.7]",34.8,32.9,36.7,"Chaves County, New Mexico",48.1,23.1,28.7,1.7,27.0,11.9,52.9,7.6,49.6,36.6,32.2,44.9,29.4,79.57636261,1.747428241,0.791660969,13.69679841,48.11288532,8.496374333,10.555890860524219,0.4136001459765221,0.18703241895261846,0.4522058823529412,Low,High,Low,New Mexico,High,Middle High,-1.0525299026647934,0.0030412741234601137
109.0,42,146.5,375.5,35081,27329,28.8,0.0,"(34218.1, 37413.8]",36.2,35.2,37.8,"Cibola County, New Mexico",38.1,27.3,34.1,2.5,36.5,8.4,44.9,15.3,40.4,28.5,26.7,50.4,35.7,43.37886203,1.015265503,0.624497845,11.0474034,39.63436072,6.744769874,10.465414952351203,0.398843719126203,0.15368290094771123,0.3853211009174312,Low,High,Low,New Mexico,Middle,Low Middle,-1.6225340082074213,-0.10159779276401193
76.0,30,139.9,377.4,37156,12414,20.5,0.0,"(34218.1, 37413.8]",47.6,46.9,48.4,"Colfax County, New Mexico",48.3,25.5,31.3,2.5,33.9,14.9,45.8,9.5,57.1,34.7,27.6,50.0,26.1,85.49665307,0.415480495,1.123336155,9.332922982,44.21204472,5.741042345,10.522880544507412,0.6122120186885774,0.2416626389560174,0.39473684210526316,Low,High,Low,New Mexico,Middle,Middle,-0.752105156358627,-0.02364981602750965
153.0,66,143.8,336.5,42620,50398,19.2,0.0,"(40362.7, 42724.4]",30.7,29.3,32.9,"Curry County, New Mexico",48.7,15.8,34.4,4.3,25.2,12.6,54.0,9.1,56.9,41.1,27.4,38.7,24.1,69.66552468,6.350872329,1.542665901,17.74362833,48.77216166,7.197033541,10.660078905652608,0.30358347553474346,0.13095757768165403,0.43137254901960786,Middle,High,Low,New Mexico,High,Middle High,-0.5345843790386396,0.012165145550922796
14.0,8,243.6,467.1,33789,1828,20.6,0.0,"[22640, 34218.1]",47.3,51.2,45.9,"De Baca County, New Mexico",27.6,59.1,8.6,0.0,42.9,6.8,36.9,5.2,53.4,37.3,29.2,49.3,30.4,80.04950495,0.0,0.148514851,15.0990099,41.92307692,0.0,10.427890584715806,0.7658643326039387,0.437636761487965,0.5714285714285714,Low,High,Low,New Mexico,High,High,-1.0656899201243157,0.1378581245814225
799.0,319,150.8,381.0,38974,214295,27.9,111.9951469,"(37413.8, 40362.7]",32.4,31.1,34.0,"Doña Ana County, New Mexico",46.2,14.0,21.3,4.8,22.0,16.2,54.0,11.5,49.6,37.3,32.0,43.5,29.9,89.05792123,1.73020569,1.088505957,4.908792642,48.15681763,5.880465757,10.57065003612408,0.3728505098112415,0.14886021605730418,0.3992490613266583,Low,High,Low,New Mexico,Middle,Middle,-1.0288169881754168,-0.04991554690282274
239.0,107,170.8,391.3,57007,57578,14.1,0.0,"(54545.6, 61494.5]",36.5,35.3,37.7,"Eddy County, New Mexico",50.3,23.4,35.6,2.2,34.0,10.7,60.1,5.8,62.3,49.5,44.6,34.9,21.3,89.60119336,1.324562822,0.517603925,5.422260563,49.8110282,9.558702453,10.950929346294066,0.4150890965299246,0.1858348674841085,0.4476987447698745,High,Middle,Middle,New Mexico,High,Middle High,0.3164816903224763,0.050651465370819326
166.0,76,159.4,366.5,38221,28609,19.1,454.4024608,"(37413.8, 40362.7]",46.5,44.6,48.1,"Grant County, New Mexico",45.8,20.4,30.5,2.5,26.9,12.8,54.5,9.7,57.0,42.276158949105536,32.0,52.6,30.3,89.08959786,0.631889831,0.19574848,5.910230434,43.28457447,5.998550199,10.551140381763863,0.5802369883603062,0.26565066936977877,0.4578313253012048,Low,High,Low,New Mexico,High,High,-0.7125731888086002,0.03903429450047585
21.0,8,142.8,361.2,29147,4371,25.8,0.0,"[22640, 34218.1]",41.6,40.9,41.9,"Guadalupe County, New Mexico",33.7,16.8,37.7,3.2,40.2,7.8,35.0,1.2,60.6,38.7,34.5,50.5,20.2,84.15819708,1.568714096,0.022094565,8.837825895,41.44295302,3.558718861,10.280107270530456,0.4804392587508579,0.18302447952413636,0.38095238095238093,Low,Middle,Low,New Mexico,Middle,Low Middle,-0.9203437133484418,-0.02307123380192805
22.0,11,166.3,357.0,34304,4423,24.5,678.2726656,"(34218.1, 37413.8]",41.8,40.6,42.4,"Hidalgo County, New Mexico",46.1,23.7,48.5,0.7,31.0,9.3,50.0,12.2,42.7,27.4,23.4,51.9,35.0,91.21257807,0.258453586,0.0,5.104458324,44.58424508,5.485232068,10.443017244430473,0.4973999547818223,0.24869997739091115,0.5,Low,High,Low,New Mexico,High,High,-1.5467904424901935,0.02251967768154739
214.0,99,166.2,357.1,58994,71180,16.6,0.0,"(54545.6, 61494.5]",31.8,31.5,32.2,"Lea County, New Mexico",53.3,23.4,32.1,2.7,30.5,8.1,59.1,5.9,55.6,45.7,42.0,33.4,22.1,87.31896286,3.451261207,0.192225858,5.567213019,55.62963308,7.530333184,10.985191022801324,0.30064624894633324,0.1390840123630233,0.46261682242990654,High,High,Middle,New Mexico,High,High,0.0843574000637824,0.03807457427779204
117.0,41,123.4,363.9,39995,19420,20.1,1287.332647,"(37413.8, 40362.7]",50.4,48.4,51.1,"Lincoln County, New Mexico",52.2,24.2,26.0,9.0,26.6,19.5,48.3,7.3,54.5,33.4,26.7,51.7,27.8,85.7006673,0.622146405,0.18062315,8.499322663,47.57636514,8.532518066,10.596509725282923,0.6024716786817713,0.21112255406797115,0.3504273504273504,Low,High,Low,New Mexico,Low,Low,-0.7563048896822784,-0.07862899707228127
94.0,27,114.5,406.2,108477,17785,4.2,0.0,"(61494.5, 125635]",43.5,41.8,45.1,"Los Alamos County, New Mexico",65.5,23.5,26.0,8.9,10.8,24.9,62.1,3.5,89.6,78.47531323426978,66.7,21.2,4.2,86.70494453,0.484976866,6.69491053,2.737053347,59.63230466,5.543652919,11.594293447924564,0.5285352825414675,0.15181332583637897,0.2872340425531915,High,Low,High,New Mexico,Low,Low,3.7360146752283483,0.0022185015061543245
144.0,64,181.8,420.6,27268,24518,30.6,0.0,"[22640, 34218.1]",39.0,38.3,39.2,"Luna County, New Mexico",47.1,21.1,44.3,0.5,31.6,6.9,44.4,13.8,37.5,24.2,21.8,55.1,37.9,89.47517044,1.173907782,0.383234499,5.66783654,44.70367094,8.62924023,10.213469132482675,0.5873235989884982,0.2610327106615548,0.4444444444444444,Low,High,Low,New Mexico,High,Middle High,-2.083186397435109,-0.05437525660772591
205.0,82,137.7,332.9,29497,76708,35.8,0.0,"[22640, 34218.1]",30.8,29.0,32.3,"McKinley County, New Mexico",33.5,25.1,35.8,2.9,33.1,6.7,42.4,15.5,25.0,19.6,16.8,47.9,37.6,16.93289008,0.814886889,0.968945107,3.735236087,39.14033281,7.322096363,10.292043842241378,0.26724722323616834,0.10689888929446734,0.4,Low,High,Low,New Mexico,Middle,Middle,-2.577637310076619,-0.15011628454668402
25.0,10,134.3,359.0,27627,4596,24.2,0.0,"[22640, 34218.1]",42.6,44.0,42.6,"Mora County, New Mexico",41.2,12.8,10.6,27.4,35.6,6.8,31.9,5.4,27.8,16.8,14.3,62.7,46.6,63.64806867,0.128755365,0.0,35.57939914,43.34945586,1.084812623,10.226548834389476,0.5439512619669278,0.2175805047867711,0.4,Low,High,Low,New Mexico,Middle,Middle,-2.5238039251584876,-0.1386258498439129
286.0,122,161.1,393.0,41736,64362,20.2,15.53711818,"(40362.7, 42724.4]",35.6,33.1,37.9,"Otero County, New Mexico",49.1,16.0,34.1,3.7,29.5,9.0,43.2,12.7,53.2,45.329175957410996,19.5,47.2,27.5,75.95609174,3.708013105,1.345723996,8.291741939,48.6479635,8.221797323,10.639119344702229,0.44436157981417607,0.18955284173891426,0.42657342657342656,Middle,High,Middle,New Mexico,Middle,Middle High,-0.745053264210418,-0.007817765609634542
56.0,27,190.6,412.7,29069,8455,23.9,0.0,"[22640, 34218.1]",45.7,43.7,48.2,"Quay County, New Mexico",45.0,34.7,36.3,4.1,38.8,9.1,41.6,5.0,54.8,32.777867870698685,29.3,51.2,25.9,89.99770062,2.207404001,0.632329271,4.265348356,42.24678817,4.063068526,10.277427593236435,0.6623299822590184,0.319337670017741,0.48214285714285715,Low,High,Low,New Mexico,High,High,-1.195959534744569,0.0543176276470938
164.0,71,155.5,351.8,34902,39465,24.1,0.0,"(34218.1, 37413.8]",40.1,39.6,40.6,"Rio Arriba County, New Mexico",41.9,23.8,31.7,2.7,31.8,10.6,48.5,11.4,48.8,36.2,32.0,42.5,26.6,62.51470625,0.52567023,0.360459586,19.00423039,41.29643117,3.902327704,10.460299413138817,0.41555808944634487,0.17990624604079564,0.4329268292682927,Low,High,Low,New Mexico,High,Middle High,-1.2354912289489899,-0.019520760304837237
68.0,32,163.5,360.7,36108,19120,24.0,0.0,"(34218.1, 37413.8]",29.4,28.0,30.8,"Roosevelt County, New Mexico",45.1,12.2,12.8,4.9,25.3,12.8,53.1,9.7,54.7,41.4,32.4,40.0,25.2,73.5583685,2.496483826,0.562587904,19.02752662,45.45454545,4.392712551,10.494269726418045,0.35564853556485354,0.16736401673640167,0.47058823529411764,Low,High,Low,New Mexico,High,High,-0.9083348331147925,0.042352633130398165
564.0,188,135.7,395.4,56142,139394,12.6,0.0,"(54545.6, 61494.5]",40.9,37.6,40.1,"Sandoval County, New Mexico",49.7,17.8,30.7,2.9,25.9,16.6,55.1,9.2,63.8,55.618919884307104,43.1,35.9,21.1,69.97175017,2.662509697,1.383948828,9.734480891,51.87665603,5.497053425,10.935639474503969,0.40460851973542616,0.1348695065784754,0.3333333333333333,High,Middle,High,New Mexico,Low,Low,0.35100154298185254,-0.05755835604638021
435.0,166,136.7,356.1,47520,118737,21.0,202.1273908,"(45201, 48021.6]",34.2,33.1,35.2,"San Juan County, New Mexico",46.6,23.0,31.0,1.5,32.1,9.1,54.6,9.2,50.4,40.2,36.4,37.1,24.4,53.09790383,0.552212446,0.51465241,5.154515595,48.79315011,6.09617959,10.768905954036526,0.36635589580333006,0.1398047786283972,0.3816091954022989,Middle,High,Low,New Mexico,Middle,Low Middle,-0.6363431336969895,-0.06427243148353334
125.0,57,158.2,355.6,32964,27967,25.5,0.0,"[22640, 34218.1]",42.5,42.1,42.9,"San Miguel County, New Mexico",33.0,16.8,24.6,6.4,28.4,10.5,41.4,6.4,46.4,31.7,24.1,48.1,30.2,56.35900656,1.817357332,0.92786382,36.8285196,31.9243604,5.744748568,10.403171335883274,0.44695534022240496,0.20381163514141667,0.456,Low,High,Low,New Mexico,High,High,-1.4286814904609266,-0.00629653360407656
691.0,231,126.1,374.3,52628,148686,14.2,60.53024495,"(51046.4, 54545.6]",44.4,42.7,46.2,"Santa Fe County, New Mexico",47.6,25.2,25.9,6.9,21.4,20.4,54.5,7.9,60.1,45.1,36.3,35.9,19.7,83.24428311,0.781058814,1.213394241,8.915218751,43.68165547,4.017424976,10.871003576485728,0.4647377695277296,0.15536096202735966,0.3342981186685962,High,Middle,Middle,New Mexico,Low,Low,0.0313120534194245,-0.07177735942549335
100.0,47,190.3,424.2,29036,11282,23.8,0.0,"[22640, 34218.1]",55.6,54.7,56.5,"Sierra County, New Mexico",47.9,17.1,51.8,3.3,33.7,12.3,39.8,6.8,50.8,32.738451116230635,22.5,57.6,27.8,91.39044339,0.4563065,0.241067585,3.409384417,44.70658208,8.198614319,10.276291718404732,0.8863676653075695,0.4165928026945577,0.47,Low,High,Low,New Mexico,High,High,-1.3851759000387702,0.02575986378599221
84.0,34,167.8,404.4,32285,17256,31.0,0.0,"[22640, 34218.1]",36.8,33.9,42.8,"Socorro County, New Mexico",28.5,21.6,31.9,7.5,33.4,10.6,41.9,7.3,50.5,36.41912847764627,31.9,47.1,29.0,80.99348348,0.74882817,0.69738196,5.744826798,36.04204568,2.688172043,10.382358005060567,0.48678720445062584,0.19703291608715812,0.40476190476190477,Low,High,Low,New Mexico,Middle,Middle,-1.2643374450551934,-0.04070934945597132
154.0,62,135.2,339.0,36125,32907,19.2,0.0,"(34218.1, 37413.8]",46.8,46.1,48.5,"Taos County, New Mexico",42.4,23.4,36.4,5.8,25.4,16.9,52.8,10.7,47.3,32.0,23.8,50.3,29.3,70.61894788,0.531220593,0.807455302,18.37112588,41.50030248,4.706601467,10.494740425414733,0.4679855349925548,0.1884097608411584,0.4025974025974026,Low,High,Low,New Mexico,Middle,Middle,-1.2551437902122244,-0.05600577699506898
108.0,32,164.3,558.5,37311,15485,27.6,64.57862448,"(34218.1, 37413.8]",43.3,43.1,43.5,"Torrance County, New Mexico",49.1,32.0,30.9,2.3,34.2,10.4,41.6,11.2,42.0,30.1,24.8,52.1,36.8,89.53510377,1.26789882,0.025231817,2.889043083,50.52141527,2.98792117,10.527043468321851,0.6974491443332257,0.20665159832095578,0.2962962962962963,Low,High,Low,New Mexico,Low,Low,-1.4547865359250287,-0.1840566346978491
18.0,9,151.6,303.0,36684,4201,19.4,0.0,"(34218.1, 37413.8]",40.3,38.2,45.2,"Union County, New Mexico",44.5,15.4,23.7,12.0,35.3,11.0,46.5,2.1,48.2,34.2,28.7,44.4,28.1,79.09656603,2.834754552,0.207421065,14.01244526,47.01731879,3.536585366,10.510095971678835,0.42846941204475125,0.21423470602237563,0.5,Low,High,Low,New Mexico,High,High,-1.1896638894405072,0.04509017441913343
334.0,133,163.1,402.3,40591,75737,24.5,330.0896524,"(40362.7, 42724.4]",38.5,36.9,40.0,"Valencia County, New Mexico",49.2,18.6,36.2,1.6,31.9,10.8,47.3,12.4,52.6,37.9,33.9,46.1,29.7,74.65169011,1.125863402,0.559655032,16.69528291,51.14469717,6.407674997,10.61130164613947,0.44099977553903635,0.1756076950499756,0.39820359281437123,Low,High,Low,New Mexico,Middle,Middle,-0.8207805669268144,-0.03864983537642652
1775.0,637,176.1,505.9,60371,309381,13.5,420.193871,"(54545.6, 61494.5]",37.9,36.4,39.6,"Albany County, New York",40.8,7.2,23.6,17.4,26.5,20.1,60.7,6.4,77.7,62.2,57.6,30.1,14.2,77.04374185,12.55825904,5.672877712,1.315280213,40.08229986,3.774039071,11.008264136172082,0.5737262469253122,0.20589499678390077,0.3588732394366197,High,Low,High,New York,Low,Low Middle,1.1793911740368292,0.02502335090280544
282.0,105,177.2,490.7,42655,47462,18.3,0.0,"(40362.7, 42724.4]",38.3,36.8,39.7,"Allegany County, New York",47.6,7.2,21.4,5.7,38.7,9.8,51.8,9.2,67.8,50.6,45.7,38.7,20.2,95.65633451,1.408362804,1.196172249,0.4784689,49.29176921,4.844731809,10.660899779342795,0.5941595381568412,0.2212296152711643,0.3723404255319149,Middle,Middle,Middle,New York,Low,Low Middle,-0.021250750036335614,-0.002136357129554234
5834.0,2059,162.0,455.3,33687,1455444,31.5,241.1635212,"[22640, 34218.1]",33.2,30.9,35.2,"Bronx County, New York",31.0,24.2,26.4,6.8,27.3,12.3,51.2,14.0,43.1,32.5,29.5,52.0,38.2,20.9939812,33.28145555,3.672541248,37.85902264,27.30922949,5.67890152,10.424867285240648,0.4008398811634113,0.14146885761320943,0.3529310935893041,Low,High,Low,New York,Low,Low,-1.5536290876731385,-0.12290773805732413
1235.0,442,163.6,494.4,46283,196567,17.2,106.8338022,"(45201, 48021.6]",39.9,37.8,42.0,"Broome County, New York",43.8,9.7,24.4,11.6,32.2,15.0,54.1,7.8,69.2,52.4,47.5,38.9,21.2,86.90110201,5.433811392,4.089493319,0.995492016,43.30106657,4.2987606,10.742530002024337,0.6282845035026225,0.22485971704304386,0.35789473684210527,Middle,Middle,Middle,New York,Low,Low Middle,0.19516161460316175,-0.010836828467978288
515.0,171,167.9,517.8,43892,77922,16.2,0.0,"(42724.4, 45201]",41.4,40.6,42.1,"Cattaraugus County, New York",48.7,18.3,32.9,5.5,40.9,10.3,54.3,8.2,67.3,47.07702989942874,44.0,39.8,18.7,92.23297282,1.579240647,0.832045794,0.441984752,46.90374585,4.82052462,10.68948735011069,0.6609173275839942,0.21945021945021945,0.3320388349514563,Middle,Middle,Middle,New York,Low,Low,0.0066395703187505095,-0.044489811049793326
465.0,163,158.6,470.8,52792,78288,12.7,102.1867975,"(51046.4, 54545.6]",42.5,41.2,44.0,"Cayuga County, New York",46.8,19.4,27.7,7.3,34.1,12.5,56.9,7.3,71.0,53.2,48.7,36.2,17.9,92.2839857,4.355020019,0.428176272,0.588584492,45.81880408,5.470136014,10.874114943063258,0.5939607602697732,0.2082055998365011,0.35053763440860214,High,Middle,High,New York,Low,Low,0.5500028907739696,-0.01080722287827146
950.0,315,173.2,550.1,41757,130779,19.3,267.6270655,"(40362.7, 42724.4]",41.7,40.2,43.1,"Chautauqua County, New York",47.0,13.8,25.0,6.5,35.5,11.3,53.6,7.8,66.5,45.34663215378555,45.0,41.0,22.4,93.04615292,2.517226302,0.677743769,1.522850293,45.57763418,6.073151538,10.63962238089551,0.7264163206631034,0.24086435895671324,0.33157894736842103,Middle,High,Middle,New York,Low,Low,-0.11959348767737431,-0.04823267997647751
559.0,214,183.8,508.2,48880,87071,18.2,195.2429626,"(48021.6, 51046.4]",40.9,39.6,42.3,"Chemung County, New York",48.3,14.1,33.7,8.1,35.6,12.8,53.8,5.4,68.8,52.7,49.9,39.0,21.4,88.45548166,5.901412759,1.516988229,0.311554715,45.98629397,5.089635277,10.797123593845477,0.642004800679905,0.24577643532289742,0.3828264758497317,Middle,Middle,Middle,New York,Middle,Low Middle,0.28422717868096814,0.012453419867823667
